piezometer_id,cluster_id,window_months,event_id,start,end,duration_months,minimum_date,minimum_sgi,severity_signed,severity_deficit,mean_intensity,recovery_date,recovery_months,recovered
II/521/1,2,12,3,2000-12-01,2001-04-01,5,2001-03-01,-1.0968035620935135,-5.406865830254635,5.406865830254635,-1.081373166050927,2001-07-01,4,True
II/521/1,2,12,4,2003-12-01,2004-08-01,9,2004-03-01,-1.6906216295848977,-12.94979006160942,12.94979006160942,-1.4388655624010467,2004-10-01,7,True
II/521/1,2,12,5,2015-11-01,2016-11-01,13,2016-07-01,-2.1411981209720183,-20.45388026474422,20.45388026474422,-1.5733754049803248,2017-05-01,10,True
II/521/1,2,12,6,2019-09-01,2020-07-01,11,2019-11-01,-1.6759397227734438,-14.999185730724186,14.999185730724186,-1.3635623391567442,2020-10-01,11,True
II/521/1,2,12,7,2023-08-01,2023-11-01,4,2023-10-01,-1.229858759216589,-4.728363877840904,4.728363877840904,-1.182090969460226,,,False
II/527/1,2,3,1,2015-01-01,2016-07-01,19,2016-02-01,-2.221519588337837,-27.29026801102918,27.29026801102918,-1.4363298953173254,2016-12-01,10,True
II/527/1,2,3,2,2017-07-01,2017-07-01,1,2017-07-01,-1.3279018717558337,-1.3279018717558337,1.3279018717558337,-1.3279018717558337,2017-10-01,3,True
II/527/1,2,3,3,2018-08-01,2020-06-01,23,2019-09-01,-2.2316058352609236,-37.07662835003845,37.07662835003845,-1.612027319566889,2024-02-01,53,True
II/527/1,2,3,4,2021-08-01,2023-12-01,29,2022-10-01,-2.2316058352609236,-42.74748809913277,42.74748809913277,-1.4740513137631988,2024-02-01,16,True
II/527/1,2,6,1,2015-02-01,2016-08-01,19,2016-02-01,-2.221519588337837,-28.164311444286213,28.164311444286213,-1.4823321812782217,2017-01-01,11,True
II/527/1,2,6,2,2018-09-01,2020-09-01,25,2019-10-01,-2.221519588337837,-38.624154345794786,38.624154345794786,-1.5449661738317915,,,False
II/527/1,2,6,3,2021-10-01,2024-01-01,28,2022-12-01,-2.2316058352609236,-41.10167932916057,41.10167932916057,-1.4679171188985918,,,False
II/527/1,2,12,1,2015-04-01,2016-12-01,21,2016-06-01,-2.2004105812100323,-27.718009973127188,27.718009973127188,-1.3199052368155804,2017-11-01,17,True
II/527/1,2,12,2,2019-01-01,2020-12-01,24,2019-07-01,-2.2004105812100323,-40.50856325371097,40.50856325371097,-1.687856802237957,,,False
II/527/1,2,12,3,2022-01-01,2024-03-01,27,2022-09-01,-1.731664396122245,-38.1160164040539,38.1160164040539,-1.4117043112612555,,,False
II/797/1,3,3,1,2017-05-01,2017-08-01,4,2017-08-01,-1.0968035620935135,-4.329350263214354,4.329350263214354,-1.0823375658035885,,,False
II/797/1,3,3,2,2019-09-01,2024-04-01,56,2023-09-01,-2.1779230690821847,-87.67516922229797,87.67516922229797,-1.5656280218267493,,,False
II/797/1,3,6,1,2017-05-01,2017-10-01,6,2017-05-01,-1.0775155670402803,-6.465093402241682,6.465093402241682,-1.0775155670402803,,,False
II/797/1,3,6,2,2019-11-01,2024-04-01,54,2023-12-01,-2.1779230690821847,-85.06535527054483,85.06535527054483,-1.5752843568619412,,,False
II/797/1,3,12,1,2017-07-01,2017-12-01,6,2017-07-01,-1.0775155670402803,-6.465093402241682,6.465093402241682,-1.0775155670402803,,,False
II/797/1,3,12,2,2018-05-01,2018-06-01,2,2018-06-01,-1.0775155670402803,-2.134929795526661,2.134929795526661,-1.0674648977633305,,,False
II/797/1,3,12,3,2020-01-01,2024-04-01,52,2023-06-01,-2.1538746940614564,-81.97610864626442,81.97610864626442,-1.5764636278127773,,,False
II/906/1,1,3,1,2006-08-01,2006-09-01,2,2006-08-01,-1.0853249080767589,-2.1706498161535177,2.1706498161535177,-1.0853249080767589,2007-03-01,7,True
II/906/1,1,3,2,2006-11-01,2007-01-01,3,2007-01-01,-1.382994127100638,-3.553643943254156,3.553643943254156,-1.1845479810847186,2007-03-01,2,True
II/906/1,1,3,3,2008-07-01,2008-07-01,1,2008-07-01,-1.351702239930661,-1.351702239930661,1.351702239930661,-1.351702239930661,2008-10-01,3,True
II/906/1,1,3,4,2009-02-01,2009-06-01,5,2009-02-01,-1.382994127100638,-6.389846834964514,6.389846834964514,-1.2779693669929029,2009-07-01,5,True
II/906/1,1,3,5,2009-10-01,2009-10-01,1,2009-10-01,-1.0853249080767589,-1.0853249080767589,1.0853249080767589,-1.0853249080767589,2010-05-01,7,True
II/906/1,1,3,6,2010-02-01,2010-03-01,2,2010-02-01,-1.0853249080767589,-2.1706498161535177,2.1706498161535177,-1.0853249080767589,2010-05-01,3,True
II/906/1,1,3,7,2015-07-01,2016-06-01,12,2015-12-01,-1.9145058250555573,-20.77303551468063,20.77303551468063,-1.7310862928900523,2016-08-01,8,True
II/906/1,1,3,8,2019-04-01,2019-05-01,2,2019-04-01,-1.382994127100638,-2.5698255598564566,2.5698255598564566,-1.2849127799282283,2019-06-01,2,True
II/906/1,1,3,9,2019-08-01,2020-01-01,6,2019-08-01,-1.9145058250555573,-10.126342335399626,10.126342335399626,-1.6877237225666042,2020-07-01,11,True
II/906/1,1,3,10,2023-07-01,2023-07-01,1,2023-07-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2023-11-01,4,True
II/906/1,1,6,1,2006-11-01,2007-03-01,5,2006-11-01,-1.0853249080767589,-5.426624540383794,5.426624540383794,-1.0853249080767589,2007-06-01,7,True
II/906/1,1,6,2,2009-04-01,2009-06-01,3,2009-05-01,-1.351702239930661,-3.7887293879380812,3.7887293879380812,-1.2629097959793605,2010-06-01,13,True
II/906/1,1,6,3,2009-09-01,2009-09-01,1,2009-09-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2010-06-01,9,True
II/906/1,1,6,4,2015-07-01,2016-08-01,14,2016-01-01,-1.9145058250555573,-22.245910951143724,22.245910951143724,-1.588993639367409,2016-09-01,8,True
II/906/1,1,6,5,2019-07-01,2020-06-01,12,2019-11-01,-1.9145058250555573,-18.47948307537256,18.47948307537256,-1.5399569229477132,2020-07-01,8,True
II/906/1,1,6,6,2023-10-01,2023-10-01,1,2023-10-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2023-12-01,2,True
II/906/1,1,12,1,2009-04-01,2010-03-01,12,2009-09-01,-1.351702239930661,-13.194718459501027,13.194718459501027,-1.0995598716250856,2010-06-01,9,True
II/906/1,1,12,2,2015-09-01,2016-11-01,15,2015-11-01,-1.88950996033343,-25.04846911905423,25.04846911905423,-1.669897941270282,2017-03-01,16,True
II/906/1,1,12,3,2019-12-01,2020-08-01,9,2019-12-01,-1.88950996033343,-13.240935600181489,13.240935600181489,-1.471215066686832,2020-10-01,10,True
II/908/1,1,3,1,2015-07-01,2016-06-01,12,2015-12-01,-1.8027430907391904,-18.180685116422275,18.180685116422275,-1.5150570930351897,2016-08-01,8,True
II/908/1,1,3,2,2019-04-01,2020-03-01,12,2019-08-01,-1.8027430907391904,-18.199823191054097,18.199823191054097,-1.5166519325878414,,,False
II/908/1,1,6,1,2015-08-01,2016-07-01,12,2016-03-01,-1.8027430907391904,-16.938040287337255,16.938040287337255,-1.4115033572781046,2016-10-01,7,True
II/908/1,1,6,2,2019-06-01,2020-05-01,12,2019-11-01,-1.8027430907391904,-19.210252594868475,19.210252594868475,-1.6008543829057063,,,False
II/908/1,1,12,1,2015-10-01,2016-09-01,12,2016-06-01,-1.7688250385187065,-15.564934189643054,15.564934189643054,-1.2970778491369213,2017-03-01,9,True
II/908/1,1,12,2,2019-06-01,2020-05-01,12,2020-05-01,-1.8027430907391904,-20.1189278420214,20.1189278420214,-1.67657732016845,,,False
II/908/2,1,3,1,2015-07-01,2016-06-01,12,2015-12-01,-1.9145058250555573,-19.09718001288452,19.09718001288452,-1.5914316677403768,2016-08-01,8,True
II/908/2,1,3,2,2019-03-01,2020-05-01,15,2019-08-01,-1.9145058250555573,-22.625828091416555,22.625828091416555,-1.5083885394277703,2020-06-01,10,True
II/908/2,1,3,3,2022-06-01,2022-06-01,1,2022-06-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2023-05-01,11,True
II/908/2,1,3,4,2022-10-01,2023-02-01,5,2022-12-01,-1.382994127100638,-5.724293759407673,5.724293759407673,-1.1448587518815345,2023-05-01,5,True
II/908/2,1,3,5,2023-07-01,2023-09-01,3,2023-08-01,-1.382994127100638,-3.820021275108058,3.820021275108058,-1.2733404250360192,2023-12-01,4,True
II/908/2,1,6,1,2015-08-01,2016-07-01,12,2016-03-01,-1.9145058250555573,-18.24424619693648,18.24424619693648,-1.5203538497447067,2016-10-01,7,True
II/908/2,1,6,2,2019-04-01,2020-06-01,15,2019-11-01,-1.9145058250555573,-23.869043579623245,23.869043579623245,-1.591269571974883,2020-07-01,8,True
II/908/2,1,6,3,2022-09-01,2022-09-01,1,2022-09-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2024-02-01,17,True
II/908/2,1,6,4,2022-11-01,2023-03-01,5,2022-11-01,-1.0853249080767589,-5.426624540383794,5.426624540383794,-1.0853249080767589,2024-02-01,15,True
II/908/2,1,6,5,2023-07-01,2023-08-01,2,2023-08-01,-1.351702239930661,-2.4008336378946318,2.4008336378946318,-1.2004168189473159,2024-02-01,6,True
II/908/2,1,6,6,2023-10-01,2023-10-01,1,2023-10-01,-1.0491313979639707,-1.0491313979639707,1.0491313979639707,-1.0491313979639707,2024-02-01,4,True
II/908/2,1,12,1,2015-10-01,2016-09-01,12,2015-12-01,-1.351702239930661,-15.010143511301171,15.010143511301171,-1.250845292608431,2017-02-01,14,True
II/908/2,1,12,2,2019-07-01,2020-07-01,13,2019-08-01,-1.88950996033343,-23.723250921965136,23.723250921965136,-1.8248654555357797,2020-10-01,14,True
II/908/2,1,12,3,2022-12-01,2023-06-01,7,2022-12-01,-1.0491313979639707,-7.343919785747794,7.343919785747794,-1.0491313979639705,2024-03-01,15,True
II/908/2,1,12,4,2023-08-01,2023-11-01,4,2023-08-01,-1.351702239930661,-5.406808959722644,5.406808959722644,-1.351702239930661,2024-03-01,7,True
